id,brand,customer_text,context_parent_text,intent_gold,reply_reference,escalate_gold,escalate_reason_gold,annotator,notes
2638,AppleSupport,...cost for sending in for diagnosing a problem if it's out of warranty?,,warranty_applecare,"Good question — check coverage at <URL> with your serial number, and tell us the model and purchase date so we can point you to the right option.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2920233,AppleSupport,I’m a networking guy. Everything I saw in the help guide I already tried. I tested it for sh*ts and giggles just now and it works. Ive had the networking card go out on two Xbox Ones since 2013. One of them I redeemed via warranty (that’s verifiable via my gamertag).,,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",True,MISSING-INFO:truncated,author-single-pass-2026-09-10,"truncated-ambiguous: labelled on visible text, escalated if unclear"
2343172,AppleSupport,"@115714 A lot of folks have complained about issues with their iPhone X. Well I just wanna day I’ve had NO ISSUES at all with mine, and my Sprint coverage has reached everywhere I’ve gone! I’m happy! Don’t listen to the haters!",,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2626933,AppleSupport,"There is no DM from you.Perhaps it's the crappy internet coverage I have, that got in the way. I have called customer service, nothing.",,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2849158,AppleSupport,Makes me feel like AppleCare is not worth it,,warranty_applecare,"Good question — check coverage at <URL> with your serial number, and tell us the model and purchase date so we can point you to the right option.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2683859,AppleSupport,If I buy a new iPhone in the United States (in official Apple Store) would the warranty be valid in Europe?,,warranty_applecare,"Good question — check coverage at <URL> with your serial number, and tell us the model and purchase date so we can point you to the right option.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2945814,AppleSupport,hi I got my phone only 3 months ago and suddenly the front camera has stopped working? Can I take it to my apple store to get it looked at under the warranty?,,hardware_damage_repair,"Sorry to hear that. Book an inspection at your nearest Apple Store or authorised provider, and share your model plus what happened so we can advise next steps.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2545711,AppleSupport,"I expect to receive a new iPhoneX I ordered from my carrier, Consumer Cellular.  Before it arrives, can I add AppleCare+ to the phone?",,warranty_applecare,"Good question — check coverage at <URL> with your serial number, and tell us the model and purchase date so we can point you to the right option.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
124113,AppleSupport,Yes is was. But i was ignore when i was complaining.. and my subscription was cancer without my consent.,,app_store_itunes,"Thanks for flagging this. Try signing out/in of the App Store, restart your device, and share your model/iOS plus a screenshot of any error.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
410513,AppleSupport,MacPro 2013. Yosemite. iTunes 12.7.,,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",True,MISSING-INFO:fragment,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
756619,AppleSupport,The issue is your company doesn’t offer it as part of the Starz subscription I’m paying for every month.,,app_store_itunes,"Thanks for flagging this. Try signing out/in of the App Store, restart your device, and share your model/iOS plus a screenshot of any error.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1152809,AppleSupport,Can’t access the App Store for a week now HELP <URL>,,app_store_itunes,"Thanks for flagging this. Try signing out/in of the App Store, restart your device, and share your model/iOS plus a screenshot of any error.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
92536,AppleSupport,whenever I BUY a song or album on iTunes it first of all  charges me and then tells me I haven't purchased it so I always have to purchase everything multiple times in order to have it in my music and then it'll tell me I can't listen to it because I don't have,,billing_refund,Thanks for flagging this charge. A specialist needs to review purchases — please DM your order details (no card numbers) and we will escalate this for you.,True,RISK:billing-dispute (relabel-pass-2 tie-break: charge needs action),author-single-pass-2026-09-10,relabelled pass2: app_store->billing per charge tie-break
2565738,AppleSupport,Transferring songs from iTunes to iPhone,,app_store_itunes,"Thanks for flagging this. Try signing out/in of the App Store, restart your device, and share your model/iOS plus a screenshot of any error.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1700794,AppleSupport,• Can’t fund where ringtones are in iTunes now.  Can you point me to where they are?,,app_store_itunes,"Thanks for flagging this. Try signing out/in of the App Store, restart your device, and share your model/iOS plus a screenshot of any error.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1678003,AppleSupport,Is there a subscription that allows all albums free,,app_store_itunes,"Thanks for flagging this. Try signing out/in of the App Store, restart your device, and share your model/iOS plus a screenshot of any error.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1203437,AppleSupport,No not yet. Do I still need to back up my phone when updating through iTunes?,,setup_howto,"Thanks for reaching out. Try the setup steps in Settings on your device, then let us know your model and iOS version if you still need a hand.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2915940,AppleSupport,"@AppleSupport Use this instead. <URL> It worked for me. Apple changed the behaviour of the media keys in High Sierra so they only work if iTunes is the active app, so you have to switch apps to switch songs. Absolutely ridiculous.",,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2773274,AppleSupport,"I really need help with this. A subscription that keeps on charging every month (though doesn't work) and is impossible to cancel, as you see. <URL>",,billing_refund,Thanks for flagging this charge. A specialist needs to review purchases — please DM your order details (no card numbers) and we will escalate this for you.,True,RISK:billing-dispute,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1974906,AppleSupport,my iMessage app store disappeared <URL>,,app_store_itunes,"Thanks for flagging this. Try signing out/in of the App Store, restart your device, and share your model/iOS plus a screenshot of any error.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2312550,AppleSupport,I asked your supervisor for a discount on my Apple Music subscription and all i was told was “well you used a gift card.” Yes i use a gift cards that i purchase by myself so i just pay once and for all. So annoying!,,billing_refund,Thanks for flagging this charge. A specialist needs to review purchases — please DM your order details (no card numbers) and we will escalate this for you.,True,RISK:billing-dispute,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1655467,AppleSupport,I cannot connect to the itunes store from my ipad pro. Is there an issue?,,app_store_itunes,"Thanks for flagging this. Try signing out/in of the App Store, restart your device, and share your model/iOS plus a screenshot of any error.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
676484,AppleSupport,@117245 But she simply took product out while hubby read leaflet to which they understood u need on going subscription etc. Expense wise this wasn't an option or they type of tablet they bought it was. Hence why she want a to return or even exchange,,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
571118,AppleSupport,That is on my 5g wifi,,connectivity,"Thanks for reporting this. Try toggling Wi-Fi/Bluetooth off/on, restart the device and router, forget and rejoin the network — share model/iOS if it persists.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
556226,AppleSupport,"WiFi, I’m using IPad.",,connectivity,"Thanks for reporting this. Try toggling Wi-Fi/Bluetooth off/on, restart the device and router, forget and rejoin the network — share model/iOS if it persists.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2630184,AppleSupport,"Thanks, but now that I know that,  @115858 should have Simply programmed the WiFi button to have 3 options, on, disconnected and totally off. That would have been more user friendly from control center.",,connectivity,"Thanks for reporting this. Try toggling Wi-Fi/Bluetooth off/on, restart the device and router, forget and rejoin the network — share model/iOS if it persists.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1829967,AppleSupport,"@128511 I'll skip the DM. You told @128511 you weren't impacted, but you sell devices that offer WiFi. Will you offer fixes for those products?",,connectivity,"Thanks for reporting this. Try toggling Wi-Fi/Bluetooth off/on, restart the device and router, forget and rejoin the network — share model/iOS if it persists.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
188304,AppleSupport,It seem it does it on WiFi not cellular <URL>,,connectivity,"Thanks for reporting this. Try toggling Wi-Fi/Bluetooth off/on, restart the device and router, forget and rejoin the network — share model/iOS if it persists.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2037673,AppleSupport,can I get a response re: questions on wifi dropping out on MBP 2017 please?,,connectivity,"Thanks for reporting this. Try toggling Wi-Fi/Bluetooth off/on, restart the device and router, forget and rejoin the network — share model/iOS if it persists.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1907930,AppleSupport,"iPhone7 duz not connect to mobile data automatically post ios11 upgrd,once out of WiFi zone. Now on 11.0.3,still issue. HELP !",,connectivity,"Thanks for reporting this. Try toggling Wi-Fi/Bluetooth off/on, restart the device and router, forget and rejoin the network — share model/iOS if it persists.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1800951,AppleSupport,Only way u can help me is for my WiFi to stop dropping mid stream,,connectivity,"Thanks for reporting this. Try toggling Wi-Fi/Bluetooth off/on, restart the device and router, forget and rejoin the network — share model/iOS if it persists.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
889103,AppleSupport,Nope they don’t detect any Bluetooth enabled devices. My wife’s Samsung phone picks them up,,connectivity,"Thanks for reporting this. Try toggling Wi-Fi/Bluetooth off/on, restart the device and router, forget and rejoin the network — share model/iOS if it persists.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1700991,AppleSupport,"How can i disable the 802.11d detection for the WiFi on my macbook pro ? There are routers around me with wrong location ""DZ"" @AppleSupport",,connectivity,"Thanks for reporting this. Try toggling Wi-Fi/Bluetooth off/on, restart the device and router, forget and rejoin the network — share model/iOS if it persists.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
763030,AppleSupport,"@302329 Yes, EXIF metadata remain after being sent via text email or transfer to HDD via Airdrop etc..",,connectivity,"Thanks for reporting this. Try toggling Wi-Fi/Bluetooth off/on, restart the device and router, forget and rejoin the network — share model/iOS if it persists.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2565925,AppleSupport,"It doesn’t happen if I just switch back and forth. But every time I get in my car (Bluetooth enabled), repeat is enabled.",,connectivity,"Thanks for reporting this. Try toggling Wi-Fi/Bluetooth off/on, restart the device and router, forget and rejoin the network — share model/iOS if it persists.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1557830,AppleSupport,@115858 you see those lil things in the top left?? That’s my successful WiFi along with my LTE for backup. Wtf is this bullshit? <URL>,,connectivity,"Thanks for reporting this. Try toggling Wi-Fi/Bluetooth off/on, restart the device and router, forget and rejoin the network — share model/iOS if it persists.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
675050,AppleSupport,"WiFi/LAN/Audio ok after newinstallThen automatic driver-upd:BuiltInAudio nolonger shownin DevMgr, noteven yellow questionmarkdid restarts",,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1269422,AppleSupport,"The phone says Verizon, but will only connect to US Cellular.  Verizon cannot help because you sent the wrong phone",,connectivity,"Thanks for reporting this. Try toggling Wi-Fi/Bluetooth off/on, restart the device and router, forget and rejoin the network — share model/iOS if it persists.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1587039,AppleSupport,"What’s going on is @115937 refunded a buyer for $400 for a functional drone I sold him he, had 4 a week, crashed, filed a claim and u ok’d it",,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
446491,AppleSupport,Noo but I logged in to Apple Music again and they have  charged me again <URL>,,billing_refund,Thanks for flagging this charge. A specialist needs to review purchases — please DM your order details (no card numbers) and we will escalate this for you.,True,RISK:billing-dispute,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1181740,AppleSupport,asked him my sim card is not 4G then he answered me we are doing settings on your sim so and enjoy the service then also they charged 183RS,,connectivity,"Thanks for reporting this. Try toggling Wi-Fi/Bluetooth off/on, restart the device and router, forget and rejoin the network — share model/iOS if it persists.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2185275,AppleSupport,@AppleSupport A week ago I bought this charger in the apple store of Georgetown. It’s the second time I used it and the charger plug broke.,,hardware_damage_repair,"Sorry to hear that. Book an inspection at your nearest Apple Store or authorised provider, and share your model plus what happened so we can advise next steps.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
173756,AppleSupport,I spoke in person with reps at airport and a rep on the phone who helped with the refund. All I have is ticket numbers,,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1942937,AppleSupport,I'll reiterate. What business charges for providing NO service with NO damages incurred? Not buy an over priced refundable ticket.,,billing_refund,Thanks for flagging this charge. A specialist needs to review purchases — please DM your order details (no card numbers) and we will escalate this for you.,True,RISK:billing-dispute,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1579173,AppleSupport,Is there a supported brands for a splitter for headphones and charging at the same time for iPhone 7+?,,setup_howto,"Thanks for reaching out. Try the setup steps in Settings on your device, then let us know your model and iOS version if you still need a hand.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
613197,AppleSupport,Just totalling it up and I've spent $640 on @115879 since I got overcharged by $32. Plus we had 2 other cars each time on this trip. #lyft please come to London #UberFail,,billing_refund,Thanks for flagging this charge. A specialist needs to review purchases — please DM your order details (no card numbers) and we will escalate this for you.,True,RISK:billing-dispute,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1762231,AppleSupport,"I️ am sorry but for all the money you charge for devices , services , apps and gadgets I️ SHOULDNT HAVE TO WAIT OR DO THINGS TO FIX IT ! This is unbelievable coming from such a well known company .... so tired of always going thru this SPECIALLY after  a new phone release",,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",True,MISSING-INFO:support-logistics,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
529439,AppleSupport,"Yh the 7:43 to Glasgow central was cancelled, had first class tickets. But it’s okay now sitting in the luggage rack of the delayed 8:23 to Birmingham👍🏻 love it if I could have a refund for the 2 first class tickets that we never got to use, especially as now really late.",,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1421340,AppleSupport,"No, they never delivered. I got a refund through yourselves but the seller just ignored all my emails.",,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
948956,AppleSupport,I was charged for the whole ride; not a cancellation fee. This has already taken longer to resolve than it should 👎🏻,,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1487149,AppleSupport,I'm done with trying to conduct business through numerous emails with out my issue getting solved. Deliver my food or refund my money,,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1962955,AppleSupport,"Id understand a payment or two, but every single one?!?....thats just bs!",,billing_refund,Thanks for flagging this charge. A specialist needs to review purchases — please DM your order details (no card numbers) and we will escalate this for you.,True,RISK:billing-dispute,author-single-pass-2026-09-10,"truncated-ambiguous: labelled on visible text, escalated if unclear"
2793128,AppleSupport,I got passed round and round in circles with managers! They all don’t know why I have not got my refund. All they know is something has gone wrong. #nothappy #courtorder #poorcustomerservice,,billing_refund,Thanks for flagging this charge. A specialist needs to review purchases — please DM your order details (no card numbers) and we will escalate this for you.,True,RISK:billing-dispute,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1966252,AppleSupport,@Delta The official Delta explanation makes 0 sense. Anyone who uses app is smart enough to decide if they want to check-in. Saves nothing.,,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
286723,AppleSupport,A few days ago.,,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
888454,AppleSupport,😀 . Please please please tell me how long will it take ? Please,,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2707376,AppleSupport,"@AskPlayStation Ok sweet, thanks man",,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1970950,AppleSupport,"Sadly that’s the large one, we had the mini ones (was gonna hang them on the tree)",,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
889614,AppleSupport,"""ADDITIONAL VAILT EDITS OR CASH OUT ATTEMPTS WILL RESULT IN THE 72 HOUR WINDOW BEING RESET""",,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1708752,AppleSupport,It happens as always the crew was great and did everything they could,,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1363862,AppleSupport,"iPhone Fail - raining hard, phone rang, couldn’t answer, water on glass prevented sliding operation, Pin failed, biometric failed @115858 UX?",,hardware_damage_repair,"Sorry to hear that. Book an inspection at your nearest Apple Store or authorised provider, and share your model plus what happened so we can advise next steps.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1630263,AppleSupport,"Aftr writing mails to buyer's guaranty team abt conversation, no response been provide. I doubt anything is being done at all.",,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",True,MISSING-INFO:support-followup,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2868486,AppleSupport,"6s running 11.1.2 and I have over 32GB still available. It’s done this multiple times, so software wouldn’t be the issue. It’s frustrating",,software_update,"Thanks for reporting this update issue. Try restarting, then Settings > General > Software Update again — tell us your model and iOS version plus any error shown.",False,OK:auto-resolvable,author-single-pass-2026-09-10,"truncated-ambiguous: labelled on visible text, escalated if unclear"
2527931,AppleSupport,Yes on the competed thing. when I go on to the other option of just ‘Star Wars battlefront 2’ instead of ‘sw bf2 standard edition’ it says owned all I wanna know is does this still mean I get the skins etc <URL>,,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1087447,AppleSupport,@376532 We should wait till 19th October,,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2766614,AppleSupport,I've just replied with another question,,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
625651,AppleSupport,"Had this notice for 2 days, have DM you several times but still had no reply. <URL>",,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",True,MISSING-INFO:support-followup,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1576955,AppleSupport,We're being told there's been a rock fall in the tunnel ahead too. Any idea if this is being fixed &amp; whether we'll be moving soon?,,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1101951,AppleSupport,"Yeah and I've restarted the phone 6 times
Really frustrated with this guys😡",,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",True,MISSING-INFO:no-detail,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
874518,AppleSupport,"Hey, you can DM me should you wish to discuss, I have the parcel. 😊👍🏻",,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
841032,AppleSupport,No I've spoke to lots of retards working at Argos. Took over a month to pick up a bike that had missing parts.,,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2229502,AppleSupport,"@493107 Activison clearly the dumbest company there ever was, no one gives a fuck about nerfs and buffs right now, people only want the servers and connection problems fixed, bunch of retards!",,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2090573,AppleSupport,Yup 😕,,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",True,MISSING-INFO:too-short,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
706928,AppleSupport,updated my iphone 7 to the ios 11.0.2 and it keeps freezing my phone when i try to use apps. Whats going on?,,software_update,"Thanks for reporting this update issue. Try restarting, then Settings > General > Software Update again — tell us your model and iOS version plus any error shown.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2575845,AppleSupport,@730397 Thank you Target! I called y'alls office today asking abouy this while recording my video to prove that exact point!,,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
499467,AppleSupport,The record number is KJXNNI,,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2183235,AppleSupport,Haha no worries. It was mostly just funny and odd haha. I was worried it wouldnt stop there for a second.,,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
282312,AppleSupport,4. Offered me standby with a pay option to guarantee a seat,,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
536789,AppleSupport,@116447 LOL,,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
593340,AppleSupport,@133437 @124607 @GWRHelp London Paddington. All services have been cancelled for the last 3 hrs,,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
412472,AppleSupport,"I'd prefer something sooner, but if that's all you got then it's fine",,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
984518,AppleSupport,Thank you very much 👍👍,,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1540636,AppleSupport,"why does my letter “I” keep autocorrecting to l 
Attached is a video demonstrating what I️ mean <URL>",,software_update,"Thanks for reporting this update issue. Try restarting, then Settings > General > Software Update again — tell us your model and iOS version plus any error shown.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
